GEOID,UNDER18,AGE18_64,OVER64
330059717002034,2,7,1
330059717002035,10,25,1
330059717002036,3,11,2
330059717002037,0,0,0
330059717002038,0,0,0
330059717002039,0,0,0
330059717002040,0,0,0
330059717002041,0,0,0
330059717002042,9,11,3
330059717002043,0,0,0
330059717002044,0,0,0
330059717002045,5,33,2
330059717002046,6,15,0
330059717002047,15,12,3
330059717002048,1,3,0
330059717002049,0,0,0
330059717002050,0,0,0
330059717002051,0,4,1
330059717002052,6,15,2
330059717002053,2,19,8
330059717002054,1,19,5
330059717002055,0,2,0
330059717002056,0,1,1
330059717002057,0,1,1
330059717002058,5,31,6
330059717002059,8,45,24
330059717002060,0,0,0
330059717002061,0,2,1
330059717002062,4,6,6
330059717002063,1,16,5
330059717002064,1,7,0
330059717002065,0,0,0
330059717002066,0,3,2
330059717002067,1,4,0
330059717002068,0,3,4
330059717002069,0,0,0
330059717002070,0,0,0
330059717002071,1,11,3
330059717003000,1,2,0
330059717003001,0,4,2
330059717003002,0,0,0
330059717003003,0,0,0
330059717003004,31,79,17
330059717003005,0,0,0
330059717003006,1,4,0
330059717003007,0,0,0
330059717003008,0,3,2
330059717003009,7,4,0
330059717003010,0,0,0
330059717003011,2,14,0
330059717003012,2,7,0
330059717003013,0,0,0
330059717003014,34,83,15
330059717003015,7,15,4
330059717003016,18,38,4
330059717003017,0,0,0
330059717003018,6,16,2
330059717003019,2,6,3
330059717003020,0,0,0
330059717003021,7,16,2
330059717003022,4,13,8
330059717003023,0,0,0
330059717003024,5,16,8
330059717003025,0,3,1
330059717003026,5,15,2
330059717003027,0,0,0
330059717003028,0,2,0
330059717003029,10,21,3
330059717003030,7,27,36
330059717003031,0,0,0
330059717003032,0,0,0
330059717003033,0,0,0
330059717003034,0,0,0
330059717003035,0,0,0
330059717003036,0,0,0
330059717003037,43,43,6
330059717003038,0,0,0
330059717003039,34,86,66
330059717003040,0,0,0
330059717003041,0,0,0
330059717003042,0,0,0
330059717003043,0,3,0
330059717003044,0,0,0
330059717003045,0,4,1
330059717003046,0,0,0
330059717003047,0,3,1
330059717003048,0,0,0
330059717003049,0,0,0
330059717003050,0,0,0
330059717003051,0,0,0
330059717003052,0,2,0
330059717003053,0,0,0
330059717003054,0,1,3
330059717003055,1,17,9
330059717003056,0,5,1
330059717003057,0,0,0
330059717003058,0,0,0
330059717003059,0,4,0
330059717003060,1,5,1
330059717003061,18,15,2
330059717003062,2,2,0
330059717003063,2,13,1
330059717003064,7,15,3
330059717003065,0,0,0
330059717003066,0,0,0
330059717003067,8,14,1
330059717003068,0,7,3
330059717003069,0,0,0
330059717003070,0,0,0
330059717003071,0,0,0
330059717003072,0,2,0
330059717003073,0,0,0
330059717003074,0,1,0
330059717003075,2,4,5
330059717003076,0,0,0
330059717003077,0,0,0
330059717003078,0,0,0
330059717003079,0,0,0
330059717003080,0,0,0
330059717003081,0,0,0
330059717004000,0,0,0
330059717004001,0,0,0
330059717004002,0,0,0
330059717004003,4,6,0
330059717004004,8,15,1
330059717004005,0,7,4
330059717004006,0,0,0
330059717004007,3,3,0
330059717004008,0,3,1
330059717004009,0,0,0
330059717004010,0,0,0
330059717004011,0,0,0
330059717004012,0,0,0
330059717004013,3,7,2
330059717004014,0,0,0
330059717004015,5,13,4
330059717004016,0,0,0
330059717004017,0,2,0
330059717004018,1,12,4
330059717004019,0,0,0
330059717004020,0,1,0
330059717004021,0,0,0
330059717004022,7,36,7
330059717004023,0,0,0
330059717004024,0,0,0
330059717004025,0,1,1
330059717004026,0,0,0
330059717004027,0,0,0
330059717004028,0,0,0
330059717004029,0,0,0
330059717004030,3,4,0
330059717004031,0,0,0
330059717004032,0,15,8
330059717004033,1,2,0
330059717004034,1,4,1
330059717004035,98,173,22
330059717004036,3,21,5
330059717004037,0,0,0
330059717004038,0,0,0
330059717004039,0,0,0
330059717004040,0,0,0
330059717004041,0,0,0
330059717004042,7,24,2
330059717004043,3,2,0
330059717004044,0,2,4
330059717004045,5,17,7
330059717004046,7,33,2
330059717004047,30,52,5
330059717004048,7,15,3
330059717004049,12,29,0
330059717004050,3,2,0
330079501001000,0,0,0
330079501001001,0,0,0
330079501001002,0,0,0
330079501001003,0,0,0
330079501001004,0,0,0
330079501001005,0,0,0
330079501001006,0,0,0
330079501001007,0,0,0
330079501001008,0,0,0
330079501001009,0,0,0
330079501001010,0,0,0
330079501001011,0,0,0
330079501001012,0,0,0
330079501001013,0,0,0
330079501001014,0,0,0
330079501001015,0,0,0
330079501001016,0,0,0
330079501001017,0,0,0
330079501001018,0,0,0
330079501001019,0,0,0
330079501001020,0,0,0
330079501001021,0,0,0
330079501001022,0,0,0
330079501001023,0,0,0
330079501001024,0,0,0
330079501001025,0,0,0
330079501001026,0,0,0
330079501001027,0,0,0
330079501001028,0,0,0
330079501001029,0,0,0
330079501001030,0,0,0
330079501001031,0,0,0
330079501001032,0,0,0
330079501001033,0,0,0
330079501001034,0,0,0
330079501001035,0,0,0
330079501001036,0,0,0
330079501001037,0,0,0
330079501001038,0,0,0
330079501001039,0,0,0
330079501001040,0,0,0
330079501001041,0,0,0
330079501001042,0,0,0
330079501001043,0,0,0
330079501001044,0,0,0
330079501001045,0,0,0
330079501001046,0,0,0
330079501001047,0,0,0
330079501001048,0,0,0
330079501001049,0,0,0
330079501001050,0,0,0
330079501001051,0,0,0
330079501001052,0,0,0
330079501001053,0,0,0
330079501001054,0,0,0
330079501001055,0,0,0
330079501001056,0,0,0
330079501001057,0,0,0
330079501001058,0,0,0
330079501001059,0,0,0
330079501001060,0,0,0
330079501001061,0,0,0
330079501001062,0,0,0
330079501001063,0,0,0
330079501001064,0,0,0
330079501001065,0,0,0
330079501001066,0,0,0
330079501001067,0,0,0
330079501001068,0,0,0
330079501001069,0,0,0
330079501001070,0,0,0
330079501001071,0,0,0
330079501001072,0,0,0
330079501001073,0,0,0
330079501001074,0,3,0
330079501001075,0,0,0
330079501001076,0,0,0
330079501001077,0,0,0
330079501001078,0,0,0
330079501001079,0,0,0
330079501001080,0,0,0
330079501001081,0,0,0
330079501001082,0,0,0
330079501001083,0,0,0
330079501001084,0,0,0
330079501001085,0,0,0
330079501001086,0,0,0
330079501001087,0,0,0
330079501001088,0,0,0
330079501001089,0,0,0
330079501001090,0,0,0
330079501001091,0,0,0
330079501001092,0,0,0
330079501001093,0,0,0
330079501001094,0,0,0
330079501001095,0,0,0
330079501001096,0,0,0
330079501001097,0,0,0
330079501001098,0,0,0
330079501001099,0,0,0
330079501001100,0,0,0
330079501001101,1,5,1
330079501001102,0,0,0
330079501001103,0,0,0
330079501001104,0,0,2
330079501001105,0,0,0
330079501001106,0,0,0
330079501001107,0,0,0
330079501001108,0,0,0
330079501001109,0,0,0
330079501001110,0,0,0
330079501001111,0,0,0
330079501001112,0,0,0
330079501001113,0,0,0
330079501001114,0,0,0
330079501001115,0,0,0
330079501001116,0,0,0
330079501001117,0,0,0
330079501001118,0,0,0
330079501001119,0,0,0
330079501001120,0,0,0
330079501001121,0,0,0
330079501001122,0,0,0
330079501001123,0,0,0
330079501001124,0,0,0
330079501001125,0,0,0
330079501001126,0,0,0
330079501001127,0,0,0
330079501001128,0,0,0
330079501001129,0,0,0
330079501001130,0,0,0
330079501001131,0,0,0
330079501001132,0,0,0
330079501001133,0,0,0
330079501001134,0,0,0
330079501001135,0,0,0
330079501001136,0,0,0
330079501001137,0,0,0
330079501001138,0,0,0
330079501001139,0,0,0
330079501001140,0,0,0
330079501001141,0,0,0
330079501001142,0,0,0
330079501001143,0,0,0
330079501001144,0,5,7
330079501001145,0,2,3
330079501001146,0,0,0
330079501001147,0,1,0
330079501001148,0,0,2
330079501001149,0,0,0
330079501001150,0,0,0
330079501001151,0,0,0
330079501001152,0,0,0
330079501001153,0,0,0
330079501001154,2,6,2
330079501001155,0,0,0
330079501001156,0,0,1
330079501001157,0,0,0
330079501001158,0,0,0
330079501001159,0,0,0
330079501001160,0,0,0
330079501001161,0,0,0
330079501001162,0,0,0
330079501001163,0,0,0
330079501001164,0,0,0
330079501001165,0,0,0
330079501001166,0,0,0
330079501001167,0,0,0
330079501001168,0,0,0
330079501001169,0,0,0
330079501001170,0,0,0
330079501001171,0,0,0
330079501001172,0,0,0
330079501001173,0,0,0
330079501001174,0,0,0
330079501001175,0,0,0
330079501001176,0,0,0
330079501001177,0,0,0
330079501001178,0,0,0
330079501001179,0,0,0
330079501001180,0,0,0
330079501001181,0,0,0
330079501001182,0,0,0
330079501001183,0,0,0
330079501001184,0,0,0
330079501001185,0,0,0
330079501001186,0,0,0
330079501001187,0,0,0
330079501001188,0,0,0
330079501001189,0,0,0
330079501001190,0,0,0
330079501001191,0,0,0
330079501001192,0,0,0
330079501001193,0,0,0
330079501001194,0,0,0
330079501001195,0,0,0
330079501001196,0,0,0
330079501001197,0,0,0
330079501001198,0,0,0
330079501001199,0,0,0
330079501001200,0,0,0
330079501001201,0,0,0
330079501001202,0,0,0
330079501001203,0,0,0
330079501001204,0,0,0
330079501001205,0,0,0
330079501001206,0,0,0
330079501001207,0,0,0
330079501001208,0,0,0
330079501001209,0,0,0
330079501001210,0,0,0
330079501001211,0,0,0
330079501001212,0,0,0
330079501001213,0,0,0
330079501001214,0,0,0
330079501001215,0,0,0
330079501001216,0,0,0
330079501001217,0,0,0
330079501001218,0,0,0
330079501001219,0,0,0
330079501001220,0,0,0
330079501001221,0,0,0
330079501001222,0,0,0
330079501001223,0,0,0
330079501001224,0,0,0
330079501001225,0,0,0
330079501001226,0,0,0
330079501001227,0,0,0
330079501001228,0,0,0
330079501001229,0,0,0
330079501001230,0,0,0
330079501001231,0,0,0
330079501001232,0,0,0
330079501001233,0,0,0
330079501001234,0,0,0
330079501001235,0,0,0
330079501001236,0,0,0
330079501001237,0,0,0
330079501001238,0,0,0
330079501001239,0,0,0
330079501001240,0,0,0
330079501001241,0,0,0
330079501001242,0,0,0
330079501001243,0,1,0
330079501001244,0,0,0
330079501001245,0,0,0
330079501001246,0,0,0
330079501001247,0,3,0
330079501001248,0,0,2
330079501001249,0,0,0
330079501001250,0,0,0
330079501001251,0,3,0
330079501001252,2,2,0
330079501001253,0,0,0
330079501001254,1,4,4
330079501001255,0,0,0
330079501001256,6,22,5
330079501001257,0,0,2
330079501001258,0,0,2
330079501001259,2,16,5
330079501001260,0,0,0
330079501001261,0,0,0
330079501001262,1,2,0
330079501001263,0,0,0
330079501001264,0,0,0
330079501001265,0,0,0
330079501001266,0,0,0
330079501001267,0,0,0
330079501001268,0,0,0
330079501001269,0,0,0
330079501001270,0,0,0
330079501001271,0,0,0
330079501001272,0,0,0
330079501001273,0,0,0
330079501001274,0,0,0
330079501001275,0,0,0
330079501001276,0,0,0
330079501001277,0,0,0
330079501001278,1,8,3
330079501001279,0,0,1
330079501001280,0,0,0
330079501001281,0,4,1
330079501001282,0,0,0
330079501001283,0,0,0
330079501001284,0,0,0
330079501001285,0,0,0
330079501001286,0,0,0
330079501001287,0,0,0
330079501001288,0,0,0
330079501001289,0,0,0
330079501001290,2,4,5
330079501001291,0,0,0
330079501001292,0,0,0
330079501001293,0,0,0
330079501001294,0,0,0
330079501001295,0,0,0
330079501001296,0,0,1
330079501001297,0,0,0
330079501001298,0,0,0
330079501001299,0,0,0
330079501001300,0,0,0
330079501001301,0,0,0
330079501001302,0,0,0
330079501001303,1,9,6
330079501001304,0,0,0
330079501001305,0,0,0
330079501001306,0,0,0
330079501001307,0,0,0
330079501001308,0,0,0
330079501001309,0,0,0
330079501001310,0,0,0
330079501001311,0,0,0
330079501001312,0,4,0
330079501001313,2,7,3
330079501001314,0,0,0
330079501001315,0,0,0
330079501001316,0,0,0
330079501001317,0,0,1
330079501001318,0,0,0
330079501001319,0,0,0
330079501001320,0,0,0
330079501001321,0,0,0
330079501001322,0,0,0
330079501001323,0,0,0
330079501001324,0,0,0
330079501001325,0,0,0
330079501001326,0,0,0
330079501001327,0,0,0
330079501001328,0,0,0
330079501001329,0,0,0
330079501001330,0,0,0
330079501001331,0,0,0
330079501001332,0,0,0
330079501001333,0,0,0
330079501001334,0,0,0
330079501001335,0,0,0
330079501001336,0,0,0
330079501001337,0,0,0
330079501001338,0,0,0
330079501001339,3,25,14
330079501001340,0,0,0
330079501001341,0,0,0
330079501001342,0,0,0
330079501001343,0,0,0
330079501001344,1,2,0
330079501001345,0,0,0
330079501001346,0,0,0
330079501001347,0,1,2
330079501001348,0,2,0
330079501001349,0,0,0
330079501001350,0,0,0
330079501001351,1,2,0
330079501001352,0,2,0
330079501001353,0,0,0
330079501001354,0,0,0
330079501001355,0,0,0
330079501001356,0,0,0
330079501001357,0,0,0
330079501001358,0,0,0
330079501001359,0,0,0
330079501001360,0,0,0
330079501001361,0,0,0
330079501001362,0,0,0
330079501001363,5,23,5
330079501001364,1,4,0
330079501001365,0,0,0
330079501001366,0,4,4
330079501001367,11,32,13
330079501001368,0,0,0
330079501001369,0,0,1
330079501001370,0,1,1
330079501001371,0,0,0
330079501001372,0,0,0
330079501001373,0,0,0
330079501001374,0,0,0
330079501001375,0,0,0
330079501001376,5,13,3
330079501001377,0,0,0
330079501001378,0,0,0
330079501001379,0,2,2
330079501001380,0,0,0
330079501001381,2,5,0
330079501001382,0,0,0
330079501001383,1,4,0
330079501001384,0,1,0
330079501001385,0,0,0
330079501001386,0,0,0
330079501001387,0,0,0
330079501001388,0,4,1
330079501001389,0,0,0
330079501001390,3,11,10
330079501001391,0,0,0
330079501001392,0,0,0
330079501001393,0,0,0
330079501001394,0,0,0
330079501001395,0,0,0
330079501001396,0,1,1
330079501001397,0,0,0
330079501001398,0,0,0
330079501001399,0,0,0
330079501001400,0,0,0
330079501001401,0,0,0
330079501001402,0,0,0
330079501001403,0,0,0
330079501001404,0,0,0
330079501001405,0,0,0
330079501001406,0,0,0
330079501001407,0,0,0
330079501001408,0,0,0
330079501001409,0,0,0
330079501001410,0,0,0
330079501001411,0,0,0
330079501001412,0,0,0
330079501001413,0,0,0
330079501001414,0,0,0
330079501001415,0,0,0
330079501001416,0,0,0
330079501001417,0,0,0
330079501001418,0,0,0
330079501001419,0,0,0
330079501001420,0,0,0
330079501001421,0,0,0
330079501001422,0,0,0
330079501001423,0,1,0
330079501001424,0,0,0
330079501001425,0,0,0
330079501001426,0,0,0
330079501001427,0,0,0
330079501001428,0,0,0
330079501001429,0,0,0
330079501001430,0,0,0
330079501001431,0,0,0
330079501001432,0,0,0
330079501001433,0,0,0
330079501001434,0,0,0
330079501001435,0,0,0
330079501001436,0,0,0
330079501001437,0,0,0
330079501001438,0,0,0
330079501001439,0,0,0
330079501001440,0,0,0
330079501001441,0,0,0
330079501001442,0,0,0
330079501001443,0,0,0
330079501001444,0,0,0
330079501001445,0,0,0
330079501001446,0,0,0
330079501001447,0,0,0
330079501001448,0,0,0
330079501001449,0,0,0
330079501001450,0,0,0
330079501001451,0,0,0
330079501001452,0,0,0
330079501001453,0,0,0
330079501001454,0,0,0
330079501001455,0,0,0
330079501001456,0,0,0
330079501001457,0,0,0
330079501001458,0,0,0
330079501001459,0,1,0
330079501001460,0,0,0
330079501001461,0,0,0
330079501001462,0,0,0
330079501001463,0,0,0
330079501001464,0,0,0
330079501001465,0,0,0
330079501001466,0,0,0
330079501001467,0,0,0
330079501001468,0,0,0
330079501001469,0,0,0
330079501001470,0,0,0
330079501001471,0,0,0
330079501001472,0,0,0
330079501001473,0,0,0
330079501001474,0,0,0
330079501001475,0,0,0
330079501001476,1,2,0
330079501001477,0,0,0
330079501001478,0,0,0
330079501001479,0,0,0
330079501001480,0,0,0
330079501001481,0,0,0
330079501001482,0,0,0
330079501001483,0,0,0
330079501001484,0,0,0
330079501002000,0,0,0
330079501002001,0,0,0
330079501002002,0,0,0
330079501002003,0,0,0
330079501002004,0,0,0
330079501002005,0,0,0
330079501002006,0,0,0
330079501002007,0,0,0
330079501002008,0,0,0
330079501002009,0,0,0
330079501002010,0,0,0
330079501002011,0,0,0
330079501002012,0,0,0
330079501002013,0,0,0
330079501002014,0,0,0
330079501002015,0,0,0
330079501002016,0,0,0
330079501002017,0,0,0
330079501002018,0,0,0
330079501002019,0,0,0
330079501002020,0,0,0
330079501002021,0,0,0
330079501002022,0,0,0
330079501002023,0,0,0
330079501002024,0,0,0
330079501002025,0,0,0
330079501002026,0,0,0
330079501002027,0,0,0
330079501002028,0,0,0
330079501002029,0,0,0
330079501002030,0,0,0
330079501002031,0,0,0
330079501002032,0,0,0
330079501002033,6,31,23
330079501002034,0,0,0
330079501002035,0,4,6
330079501002036,0,0,0
330079501002037,0,0,0
330079501002038,1,5,1
330079501002039,0,0,0
330079501002040,0,0,0
330079501002041,0,0,0
330079501002042,2,2,0
330079501002043,0,0,0
330079501002044,0,0,0
330079501002045,0,0,0
330079501002046,0,0,0
330079501002047,0,0,0
330079501002048,0,0,1
330079501002049,0,0,0
330079501002050,0,2,0
330079501002051,0,0,0
330079501002052,0,2,0
330079501002053,0,0,0
330079501002054,0,0,0
330079501002055,0,0,0
330079501002056,0,0,0
330079501002057,0,0,0
330079501002058,0,3,0
330079501002059,0,0,0
330079501002060,0,0,0
330079501002061,0,0,0
330079501002062,0,0,0
330079501002063,0,0,0
330079501002064,0,0,0
330079501002065,0,0,0
330079501002066,0,0,0
330079501002067,0,0,0
330079501002068,0,0,0
330079501002069,0,0,0
330079501002070,0,0,0
330079501002071,0,0,0
330079501002072,0,0,0
330079501002073,0,0,0
330079501002074,0,0,0
330079501002075,0,0,0
330079501002076,0,0,0
330079501002077,0,0,0
330079501002078,0,0,0
330079501002079,0,0,0
330079501002080,0,0,0
330079501002081,0,0,0
330079501002082,0,0,0
330079501002083,0,0,0
330079501002084,0,0,0
330079501002085,0,0,0
330079501002086,0,0,0
330079501002087,0,0,0
330079501002088,0,0,0
330079501002089,0,0,0
330079501002090,0,0,0
330079501002091,0,0,0
330079501002092,0,0,0
330079501002093,0,0,0
330079501002094,0,0,0
330079501002095,0,0,0
330079501002096,0,0,0
330079501002097,0,0,0
330079501002098,0,0,0
330079501002099,0,0,0
330079501002100,0,0,0
330079501002101,0,0,0
330079501002102,0,0,0
330079501002103,0,0,0
330079501002104,0,0,0
330079501002105,0,0,0
330079501002106,0,0,0
330079501002107,0,0,0
330079501002108,0,0,0
330079501002109,0,0,0
330079501002110,0,0,0
330079501002111,0,0,0
330079501002112,0,0,0
330079501002113,0,0,0
330079501002114,0,0,0
330079501002115,0,0,0
330079501002116,0,0,0
330079501002117,0,0,0
330079501002118,0,0,0
330079501002119,0,0,0
330079501002120,8,18,11
330079501002121,1,2,3
330079501002122,0,2,0
330079501002123,0,0,0
330079501002124,0,0,0
330079501002125,0,0,0
330079501002126,0,3,0
330079501002127,0,0,0
330079501002128,0,0,0
330079501002129,0,0,0
330079501002130,1,9,11
330079501002131,0,0,0
330079501002132,0,0,0
330079501002133,0,0,0
330079501002134,0,0,0
330079501002135,0,4,1
330079501002136,1,4,0
330079501002137,0,0,0
330079501002138,31,71,34
330079501002139,0,0,0
330079501002140,0,4,0
330079501002141,1,3,1
330079501002142,0,0,0
330079501002143,0,0,0
330079501002144,0,0,0
330079501002145,0,0,0
330079501002146,0,0,0
330079501002147,2,8,5
330079501002148,0,0,0
330079501002149,0,0,0
330079501002150,0,0,0
330079501002151,0,0,0
330079501002152,0,0,0
330079501002153,0,0,0
330079501002154,0,0,0
330079501002155,0,0,0
330079501002156,0,0,0
330079501002157,6,12,3
330079501002158,19,44,19
330079501002159,2,6,3
330079501002160,0,0,0
330079501002161,0,2,1
330079501002162,0,0,0
330079501002163,2,1,0
330079501002164,0,0,0
330079501002165,0,0,0
330079501002166,0,1,2
330079501002167,0,2,0
330079501002168,0,0,0
330079501002169,1,4,2
330079501002170,0,0,0
330079501002171,0,0,0
330079501002172,0,0,0
330079501002173,12,56,17
330079501002174,0,0,0
330079501002175,0,2,0
330079501002176,0,0,0
330079501002177,0,0,0
330079501002178,0,0,0
330079501002179,0,0,0
330079501002180,0,0,0
330079501002181,0,0,0
330079501002182,0,0,0
330079501002183,0,0,0
330079501002184,0,0,0
330079501002185,0,3,0
330079501002186,0,0,0
330079501002187,0,0,0
330079501002188,0,0,0
330079501002189,0,0,0
330079501002190,0,0,2
330079501002191,0,0,0
330079501002192,0,0,0
330079501002193,0,0,0
330079501002194,0,0,0
330079501002195,0,0,0
330079501002196,0,0,0
330079501002197,0,0,0
330079501002198,0,0,0
330079501002199,0,0,0
330079501002200,0,0,0
330079501002201,0,0,0
330079501002202,0,0,0
330079501002203,0,0,0
330079501002204,2,3,0
330079501002205,0,0,1
330079501002206,0,0,0
330079501002207,0,0,0
330079501002208,0,2,0
330079501002209,0,0,0
330079501002210,0,0,0
330079501002211,0,0,0
330079501002212,0,1,0
330079501002213,0,2,1
330079501002214,1,2,2
330079501002215,3,5,4
330079501002216,0,0,0
330079501002217,0,0,0
330079501002218,0,1,3
330079501002219,4,18,5
330079501002220,0,0,0
330079501002221,0,0,0
330079501002222,0,0,0
330079501002223,0,0,0
330079501002224,0,0,0
330079501002225,0,4,2
330079501002226,0,0,0
330079501002227,0,2,2
330079501002228,0,0,0
330079501002229,1,10,4
330079501002230,0,0,0
330079501002231,0,0,0
330079501002232,2,2,0
330079501002233,2,4,0
330079501002234,0,0,0
330079501002235,0,0,0
330079501002236,0,4,2
330079501002237,0,0,0
330079501002238,1,9,8
330079501002239,0,0,2
330079501002240,0,0,0
330079501002241,0,0,0
330079501002242,0,0,0
330079501002243,0,0,0
330079501002244,0,0,0
330079501002245,0,0,0
330079501002246,0,0,0
330079501002247,2,11,12
330079501002248,1,2,0
330079501002249,0,0,0
330079501002250,0,0,0
330079501002251,0,0,0
330079501002252,0,0,0
330079501002253,0,0,0
330079501002254,0,0,0
330079501002255,0,0,0
330079501002256,0,0,0
330079501002257,0,0,0
330079501002258,0,0,0
330079501002259,0,0,0
330079501002260,0,0,0
330079501002261,0,0,0
330079501002262,0,0,0
330079501002263,0,0,0
330079501002264,0,0,0
330079501002265,0,0,0
330079501002266,0,0,0
330079501002267,0,0,0
330079501002268,0,0,0
330079501002269,0,0,0
330079501002270,0,0,0
330079501002271,0,0,0
330079501002272,0,0,0
330079501002273,1,4,0
330079501002274,0,0,1
330079501002275,0,2,0
330079501002276,0,0,0
330079501002277,0,0,0
330079501002278,0,0,0
330079501002279,0,0,0
330079501003000,17,30,7
330079501003001,0,0,2
330079501003002,0,0,0
330079501003003,0,0,0
330079501003004,0,0,0
330079501003005,0,0,0
330079501003006,0,0,0
330079501003007,0,0,0
330079501003008,0,0,2
330079501003009,0,0,0
330079501003010,0,0,0
330079501003011,5,18,3
330079501003012,0,0,0
330079501003013,5,20,4
330079501003014,1,8,0
330079501003015,0,0,0
330079501003016,2,2,0
330079501003017,2,2,0
330079501003018,0,0,0
330079501003019,0,3,0
330079501003020,2,2,1
330079501003021,0,4,2
330079501003022,0,1,2
330079501003023,0,2,0
330079501003024,0,0,0
330079501003025,0,0,0
330079501003026,0,5,0
330079501003027,22,50,2
330079501003028,20,37,8
330079501003029,0,0,0
330079501003030,0,0,0
330079501003031,0,0,0
330079501003032,2,2,0
330079501003033,0,0,0
330079501003034,2,5,0
330079501003035,0,1,2
330079501003036,1,17,7
330079501003037,0,0,0
330079501003038,0,1,2
330079501003039,0,3,0
330079501003040,1,20,10
330079501003041,0,2,0
330079501003042,0,0,0
330079501003043,0,0,0
330079501003044,0,2,0
330079501003045,0,5,2
330079501003046,0,0,0
330079501003047,0,0,0
330079501003048,8,49,5
330079501003049,0,0,0
330079501003050,0,0,0
330079501003051,0,3,0
330079501003052,0,0,0
330079501003053,0,0,0
330079501003054,0,0,0
330079501003055,4,8,2
330079501003056,0,3,0
330079501003057,33,16,4
330079501003058,1,2,1
330079501003059,0,0,3
330079501003060,5,14,1
330079501003061,0,0,2
330079501003062,0,0,0
330079501003063,0,0,0
330079501003064,4,21,1
330079501003065,8,23,10
330079501003066,0,0,0
330079501003067,0,0,0
330079501003068,1,3,1
330079501003069,1,6,1
330079501003070,0,0,0
330079501003071,0,0,0
330079501003072,0,0,0
330079501003073,0,0,0
330079501003074,0,7,4
330079501003075,0,0,0
330079501003076,0,4,2
330079501003077,4,6,0
330079501003078,0,7,5
330079501003079,0,0,0
330079501003080,0,0,0
330079501003081,0,0,0
330079501003082,0,0,0
330079501003083,10,35,7
330079501003084,0,0,0
330079501003085,0,7,6
330079501003086,0,0,0
330079501003087,6,7,4
330079501003088,0,2,8
330079501003089,13,36,2
330079501003090,8,16,5
330079501003091,0,0,0
330079501003092,0,0,0
330079501003093,2,32,67
330079501003094,0,0,0
330079501003095,1,2,2
330079501003096,7,11,3
330079501003097,2,9,1
330079501003098,0,2,0
330079501003099,0,0,0
330079501003100,0,2,1
330079501003101,0,2,1
330079501003102,0,1,0
330079501003103,0,1,1
330079501003104,0,0,0
330079501003105,0,0,0
330079501003106,0,0,0
330079501003107,0,0,0
330079501003108,0,0,0
330079501003109,0,0,0
330079501003110,0,0,0
330079501003111,0,0,0
330079501003112,0,0,0
330079501003113,0,0,0
330079501003114,0,0,0
330079501003115,0,0,0
330079501003116,0,0,0
330079501003117,0,0,0
330079501003118,0,0,0
330079501003119,0,0,0
330079501003120,0,0,2
330079501003121,2,6,4
330079501003122,0,0,0
330079501003123,0,0,0
330079501003124,0,0,0
330079501003125,0,0,0
330079501003126,0,2,1
330079501003127,0,0,0
330079501003128,0,0,0
330079501003129,0,0,0
330079501003130,0,0,2
330079501003131,0,0,0
330079501003132,0,0,0
330079502001000,3,6,1
330079502001001,3,4,1
330079502001002,0,0,0
330079502001003,5,7,1
330079502001004,0,0,2
330079502001005,8,4,2
330079502001006,0,0,0
330079502001007,0,1,0
330079502001008,15,57,20
330079502001009,0,0,0
330079502001010,0,0,0
330079502001011,0,3,0
330079502001012,0,0,0
330079502001013,1,3,0
330079502001014,0,0,0
330079502001015,0,3,1
330079502001016,0,0,0
330079502001017,0,0,0
330079502001018,0,0,0
330079502001019,0,0,0
330079502001020,0,12,0
330079502001021,2,14,2
330079502001022,0,0,0
330079502001023,0,0,0
330079502001024,16,43,9
330079502001025,0,0,0
330079502001026,0,1,1
330079502001027,0,0,0
330079502001028,4,17,7
330079502001029,0,0,0
330079502001030,0,0,0
330079502001031,0,0,0
330079502001032,0,1,0
330079502001033,0,0,0
330079502001034,0,0,0
330079502001035,0,0,0
330079502001036,0,0,0
330079502001037,0,0,0
330079502001038,2,8,2
330079502001039,3,7,4
330079502001040,0,0,0
330079502001041,0,0,0
330079502001042,0,0,0
330079502001043,12,27,15
330079502001044,0,3,0
330079502001045,7,31,17
330079502001046,16,31,2
330079502001047,3,28,44
330079502001048,0,0,1
330079502001049,2,11,1
330079502001050,0,0,0
330079502001051,3,20,13
330079502001052,1,7,1
330079502001053,12,34,3
330079502001054,17,22,26
330079502001055,3,5,6
330079502001056,3,23,5
330079502001057,0,12,3
330079502001058,12,23,2
330079502001059,0,5,0
330079502001060,0,0,0
330079502001061,0,3,1
330079502001062,4,28,3
330079502001063,0,0,0
330079502001064,6,16,2
330079502001065,13,18,7
330079502001066,10,15,7
330079502001067,0,0,0
330079502001068,1,8,4
330079502001069,0,0,0
330079502001070,0,0,0
330079502001071,2,9,3
330079502001072,1,12,1
330079502001073,18,58,14
330079502001074,0,0,0
330079502001075,0,12,4
330079502001076,2,10,4
330079502001077,0,0,0
330079502001078,3,2,2
330079502001079,0,0,0
330079502001080,0,3,1
330079502001081,1,8,2
330079502001082,0,0,0
330079502001083,2,2,2
330079502001084,0,0,0
330079502001085,2,7,2
330079502001086,0,0,0
330079502001087,2,3,1
330079502001088,3,9,7
330079502001089,0,0,0
330079502001090,0,0,0
330079502001091,0,0,0
330079502001092,0,0,0
330079502001093,0,0,0
330079502001094,5,14,2
